# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length
GCF_000013285.1,PRJNA57901,SAMN02604008,,na,195103,1502,Clostridium perfringens ATCC 13124,strain=ATCC 13124,,latest,Complete Genome,Major,Full,2006/07/25,ASM1328v1,,GCA_000013285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013285.1_ASM1328v1,8.0,1.0,2779.0,3256683.0,GCF_000013285.1_Clostridium perfringens ATCC 13124_strain=ATCC 13124,0.476284300206,28.3791514249,2881.0,@GCF_000013285.1_Clostridium_perfringens_ATCC_13124_strain_ATCC_13124,153.0,0.00156434
GCF_000973705.1,PRJNA224116,SAMN02953999,,na,1509,1509,Clostridium sporogenes,strain=NCIMB 10696,,latest,Complete Genome,Major,Full,2015/04/20,ASM97370v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000973705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000973705.1_ASM97370v1,9.0,1.0,3643.0,4141984.0,GCF_000973705.1_Clostridium sporogenes_strain=NCIMB 10696,0.495349508335,27.9825320426,2852.0,@GCF_000973705.1_Clostridium_sporogenes_strain_NCIMB_10696,152.0,0.00282402
GCF_001020205.1,PRJNA224116,SAMN03742637,,na,1509,1509,Clostridium sporogenes,strain=DSM 795,,latest,Complete Genome,Major,Full,2015/06/05,ASM102020v1,Okinawa Institute of Advanced Sciences,GCA_001020205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001020205.1_ASM102020v1,9.0,1.0,3643.0,4142990.0,,,27.9828577911,,,,
GCF_000331995.1,PRJNA186819,SAMN02603280,,representative genome,1121335,1510,[Clostridium] stercorarium subsp. stercorarium DSM 8532,strain=DSM 8532,,latest,Complete Genome,Major,Full,2013/01/17,ASM33199v1,"Georg-August-University-Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000331995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000331995.1_ASM33199v1,3.0,1.0,2514.0,2974379.0,,,42.2447845416,,,,
GCF_000349885.2,PRJNA195569,SAMN02604195,,na,1121335,1510,[Clostridium] stercorarium subsp. stercorarium DSM 8532,strain=DSM 8532,,latest,Complete Genome,Major,Full,2013/08/30,ASM34988v2,University of Manitoba,GCA_000349885.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000349885.2_ASM34988v2,3.0,1.0,2507.0,2970010.0,GCF_000349885.2_Clostridium stercorarium subsp. stercorarium DSM 8532_strain=DSM 8532,0.528587874808,42.2549419026,2962.0,@GCF_000349885.2_Clostridium_stercorarium_subsp._stercorarium_DSM_8532_strain_DSM_8532,162.0,0.250445
GCF_000196455.1,PRJNA59585,SAMEA3138340,,representative genome,1511,1511,[Clostridium] sticklandii,strain=DSM 519,,latest,Complete Genome,Major,Full,2010/10/16,ASM19645v1,,GCA_000196455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000196455.1_ASM19645v1,6.0,1.0,2475.0,2715461.0,GCF_000196455.1_Clostridium sticklandii_strain=DSM 519,0.42318751956,33.2997233251,2923.0,@GCF_000196455.1_Clostridium_sticklandii_strain_DSM_519,149.0,0.192112
GCF_000007625.1,PRJNA57683,SAMN02603289,,representative genome,212717,1513,Clostridium tetani E88,strain=Massachusetts substr. E88,,latest,Complete Genome,Major,Full,2003/02/05,ASM762v1,,GCA_000007625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007625.1_ASM762v1,6.0,2.0,2687.0,2873333.0,GCF_000007625.1_Clostridium tetani E88_strain=Massachusetts substr. E88,0.491648097784,26.6387615299,2872.0,@GCF_000007625.1_Clostridium_tetani_E88_strain_Massachusetts_substr._E88,147.0,1.15103e-06
GCF_000967115.2,PRJNA224116,SAMEA3283140,,na,1231072,1513,Clostridium tetani 12124569,strain=12124569,,latest,Complete Genome,Major,Full,2013/11/06,CT1,URMITE,GCA_000967115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000967115.2_CT1,6.0,2.0,2612.0,2865850.0,GCF_000967115.2_Clostridium tetani 12124569_strain=12124569,0.505763371651,26.4265702374,2871.0,@GCF_000967115.2_Clostridium_tetani_12124569_strain_12124569,121.0,0.00472369
GCF_000015865.1,PRJNA57917,SAMN02598481,,representative genome,203119,1515,Ruminiclostridium thermocellum ATCC 27405,strain=ATCC 27405,,latest,Complete Genome,Major,Full,2007/02/14,ASM1586v1,,GCA_000015865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015865.1_ASM1586v1,4.0,1.0,3136.0,3843301.0,GCF_000015865.1_Ruminiclostridium thermocellum ATCC 27405_strain=ATCC 27405,0.487099656904,38.9865899132,2969.0,@GCF_000015865.1_Ruminiclostridium_thermocellum_ATCC_27405_strain_ATCC_27405,129.0,1.15103e-06
GCF_000184925.1,PRJNA161989,SAMN00713572,,na,637887,1515,Ruminiclostridium thermocellum DSM 1313,strain=DSM 1313,,latest,Complete Genome,Major,Full,2011/01/04,ASM18492v1,,GCA_000184925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000184925.1_ASM18492v1,4.0,1.0,2939.0,3561619.0,GCF_000184925.1_Ruminiclostridium thermocellum DSM 1313_strain=DSM 1313,0.489877145286,39.1480952904,2968.0,@GCF_000184925.1_Ruminiclostridium_thermocellum_DSM_1313_strain_DSM_1313,124.0,0.00148282
GCF_000145615.1,PRJNA51639,SAMN00002542,,na,580327,1517,Thermoanaerobacterium thermosaccharolyticum DSM 571,strain=DSM 571,,latest,Complete Genome,Major,Full,2010/08/13,ASM14561v1,,GCA_000145615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000145615.1_ASM14561v1,5.0,1.0,2546.0,2785752.0,GCF_000145615.1_Thermoanaerobacterium thermosaccharolyticum DSM 571_strain=DSM 571,0.438665867091,34.112512528,2823.0,@GCF_000145615.1_Thermoanaerobacterium_thermosaccharolyticum_DSM_571_strain_DSM_571,144.0,0.0287445
GCF_000328545.1,PRJNA184821,SAMN02261387,,na,698948,1517,Thermoanaerobacterium thermosaccharolyticum M0795,strain=M0795,,latest,Complete Genome,Major,Full,2012/12/27,ASM32854v1,JGI,GCA_000328545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000328545.1_ASM32854v1,5.0,2.0,2683.0,2894276.0,GCF_000328545.1_Thermoanaerobacterium thermosaccharolyticum M0795_strain=M0795,0.450763222795,31.4528456257,2825.0,@GCF_000328545.1_Thermoanaerobacterium_thermosaccharolyticum_M0795_strain_M0795,144.0,1.15103e-06
GCF_000016965.1,PRJNA58137,SAMN02598276,,representative genome,290402,1520,Clostridium beijerinckii NCIMB 8052,strain=NCIMB 8052,,latest,Complete Genome,Major,Full,2007/06/27,ASM1696v1,,GCA_000016965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016965.1_ASM1696v1,14.0,1.0,5006.0,6000632.0,,,29.8555885447,,,,
GCF_000767745.1,PRJNA224116,SAMN03120854,,na,864803,1520,Clostridium beijerinckii ATCC 35702,strain=SA-1,,latest,Complete Genome,Major,Full,2014/10/22,ASM76774v1,NCSU,GCA_000767745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000767745.1_ASM76774v1,14.0,1.0,5004.0,5999050.0,GCF_000767745.1_Clostridium beijerinckii ATCC 35702_strain=SA-1,0.446148372419,29.8541102341,2884.0,@GCF_000767745.1_Clostridium_beijerinckii_ATCC_35702_strain_SA-1,165.0,0.00633938
GCF_000022065.1,PRJNA58709,SAMN00623037,,representative genome,394503,1521,[Clostridium] cellulolyticum H10,strain=H10,,latest,Complete Genome,Major,Full,2009/01/13,ASM2206v1,,GCA_000022065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000022065.1_ASM2206v1,8.0,1.0,3235.0,4068724.0,GCF_000022065.1_Clostridium cellulolyticum H10_strain=H10,0.446011770484,37.4039870977,2964.0,@GCF_000022065.1_Clostridium_cellulolyticum_H10_strain_H10,128.0,0.0146092
GCF_000013105.1,PRJNA58051,SAMN02598257,,reference genome,264732,1525,Moorella thermoacetica ATCC 39073,strain=ATCC 39073,,latest,Complete Genome,Major,Full,2005/12/12,ASM1310v1,,GCA_000013105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013105.1_ASM1310v1,1.0,1.0,2463.0,2628784.0,,,55.7915370757,,,,
GCF_001267405.1,PRJNA224116,SAMN03964770,,na,1525,1525,Moorella thermoacetica,strain=DSM 521,,latest,Complete Genome,Major,Full,2015/08/13,ASM126740v1,Goettingen Genomics Laboratory,GCA_001267405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001267405.1_ASM126740v1,1.0,1.0,2394.0,2527564.0,GCF_001267405.1_Moorella thermoacetica_strain=DSM 521,0.535579792398,55.9450917959,2813.0,@GCF_001267405.1_Moorella_thermoacetica_strain_DSM_521,140.0,0.00260657
GCF_001267435.1,PRJNA224116,SAMN03964771,,na,1525,1525,Moorella thermoacetica,strain=DSM 2955,,latest,Complete Genome,Major,Full,2015/08/13,ASM126743v1,Goettingen Genomics Laboratory,GCA_001267435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001267435.1_ASM126743v1,1.0,1.0,2501.0,2623349.0,GCF_001267435.1_Moorella thermoacetica_strain=DSM 2955,0.538977650731,55.8085866577,2812.0,@GCF_001267435.1_Moorella_thermoacetica_strain_DSM_2955,149.0,1.15103e-06
GCF_000010265.1,PRJNA59369,,,na,583346,1534,Clostridium kluyveri NBRC 12016,,,latest,Complete Genome,Major,Full,2009/01/06,ASM1026v1,,GCA_000010265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010265.1_ASM1026v1,7.0,2.0,3658.0,3955303.0,GCF_000010265.1_Clostridium kluyveri NBRC 12016,0.429568463278,32.6826375741,2844.0,@GCF_000010265.1_Clostridium_kluyveri_NBRC_12016,153.0,0.142602
GCF_000016505.1,PRJNA58885,SAMN02603294,,representative genome,431943,1534,Clostridium kluyveri DSM 555,strain=DSM 555,,latest,Complete Genome,Major,Full,2007/07/19,ASM1650v1,,GCA_000016505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016505.1_ASM1650v1,7.0,2.0,3688.0,4023800.0,,,32.6959971855,,,,
GCF_000143685.1,PRJNA50583,SAMN02603159,,na,748727,1538,Clostridium ljungdahlii DSM 13528,strain=DSM 13528,,latest,Complete Genome,Major,Full,2010/07/12,ASM14368v1,,GCA_000143685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000143685.1_ASM14368v1,9.0,1.0,4046.0,4630065.0,GCF_000143685.1_Clostridium ljungdahlii DSM 13528_strain=DSM 13528,0.497777826449,31.1059347979,2843.0,@GCF_000143685.1_Clostridium_ljungdahlii_DSM_13528_strain_DSM_13528,189.0,0.0512053
GCF_000014125.1,PRJNA58643,SAMN02603464,,representative genome,386415,1542,Clostridium novyi NT,strain=NT,,latest,Complete Genome,Major,Full,2006/11/17,ASM1412v1,,GCA_000014125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014125.1_ASM1412v1,10.0,1.0,2224.0,2547720.0,GCF_000014125.1_Clostridium novyi NT_strain=NT,0.482898648304,28.8556827281,2835.0,@GCF_000014125.1_Clostridium_novyi_NT_strain_NT,122.0,0.0215706
GCF_000968375.1,PRJNA224116,SAMN02721231,,na,1548,1548,Clostridium scatologenes,strain=ATCC 25775,,latest,Complete Genome,Major,Full,2015/04/02,ASM96837v1,Nanjing Tech University,GCA_000968375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000968375.1_ASM96837v1,9.0,1.0,4963.0,5749410.0,GCF_000968375.1_Clostridium scatologenes_strain=ATCC 25775,0.463371043738,29.6070727257,2846.0,@GCF_000968375.1_Clostridium_scatologenes_strain_ATCC_25775,169.0,1.15103e-06
GCF_000299355.1,PRJNA176126,SAMN02603272,,na,1128398,1556,[Clostridium] acidurici 9a,strain=9a,,latest,Complete Genome,Major,Full,2012/09/27,ASM29935v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000299355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000299355.1_ASM29935v1,6.0,2.0,2773.0,3108248.0,GCF_000299355.1_Clostridium acidurici 9a_strain=9a,0.557795984133,29.3682835746,2902.0,@GCF_000299355.1_Clostridium_acidurici_9a_strain_9a,166.0,0.168805
GCF_000789395.1,PRJNA224116,SAMN03222823,,na,1415775,1561,Clostridium baratii str. Sullivan,strain=Sullivan,,latest,Complete Genome,Major,Full,2014/12/04,ASM78939v1,Los Alamos National Laboratory,GCA_000789395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000789395.1_ASM78939v1,10.0,2.0,3066.0,3338630.0,GCF_000789395.1_Clostridium baratii str. Sullivan_strain=Sullivan,0.467298685919,27.9338465814,2879.0,@GCF_000789395.1_Clostridium_baratii_str._Sullivan_strain_Sullivan,147.0,0.0608641
GCF_000235605.1,PRJNA82939,SAMN02261424,,representative genome,768706,1563,Desulfosporosinus orientis DSM 765,strain=DSM 765,,latest,Complete Genome,Major,Full,2011/11/16,ASM23560v1,,GCA_000235605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000235605.1_ASM23560v1,8.0,1.0,5220.0,5863081.0,GCF_000235605.1_Desulfosporosinus orientis DSM 765_strain=DSM 765,0.416330322831,42.8548914811,3021.0,@GCF_000235605.1_Desulfosporosinus_orientis_DSM_765_strain_DSM_765,175.0,0.0286368
GCF_000215085.1,PRJNA67507,SAMN00713633,,representative genome,696281,1564,Desulfotomaculum ruminis DSM 2154,strain=DSM 2154,,latest,Complete Genome,Major,Full,2011/05/26,ASM21508v1,,GCA_000215085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000215085.1_ASM21508v1,5.0,1.0,3731.0,3969014.0,GCF_000215085.1_Desulfotomaculum ruminis DSM 2154_strain=DSM 2154,0.433907189094,47.2430432344,2997.0,@GCF_000215085.1_Desulfotomaculum_ruminis_DSM_2154_strain_DSM_2154,146.0,0.0878229
GCF_000284515.1,PRJEA162033,SAMEA2272168,,representative genome,866895,1570,Halobacillus halophilus DSM 2266,strain=type strain: DSM 2266,,latest,Complete Genome,Major,Full,2012/04/11,ASM28451v1,Max-Planck-Institute of Biochemistry,GCA_000284515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284515.1_ASM28451v1,7.0,3.0,3909.0,4170008.0,GCF_000284515.1_Halobacillus halophilus DSM 2266_strain=type strain: DSM 2266,0.45003373839,40.4439087271,3703.0,@GCF_000284515.1_Halobacillus_halophilus_DSM_2266_strain_type_strain__DSM_2266,228.0,0.0603453
GCF_000007665.1,PRJNA57759,SAMN02603772,,representative genome,281090,1575,Leifsonia xyli subsp. xyli str. CTCB07,strain=CTCB07,,latest,Complete Genome,Major,Full,2004/08/04,ASM766v1,,GCA_000007665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007665.1_ASM766v1,1.0,1.0,2137.0,2584158.0,GCF_000007665.1_Leifsonia xyli subsp. xyli str. CTCB07_strain=CTCB07,0.54031655483,67.676047672,4311.0,@GCF_000007665.1_Leifsonia_xyli_subsp._xyli_str._CTCB07_strain_CTCB07,121.0,0.0060269
GCF_000470775.1,PRJNA221294,SAMN02603223,,na,1389489,1575,Leifsonia xyli subsp. cynodontis DSM 46306,strain=DSM 46306,,latest,Complete Genome,Major,Full,2013/09/24,ASM47077v1,ESALQ-USP,GCA_000470775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000470775.1_ASM47077v1,1.0,1.0,2139.0,2686418.0,GCF_000470775.1_Leifsonia xyli subsp. cynodontis DSM 46306_strain=DSM 46306,0.527024493163,68.3453580195,4312.0,@GCF_000470775.1_Leifsonia_xyli_subsp._cynodontis_DSM_46306_strain_DSM_46306,110.0,0.00948982
GCF_000011985.1,PRJNA57685,SAMN02603047,,reference genome,272621,1579,Lactobacillus acidophilus NCFM,strain=NCFM,,latest,Complete Genome,Major,Full,2007/11/01,ASM1198v1,,GCA_000011985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000011985.1_ASM1198v1,4.0,1.0,1832.0,1993560.0,,,34.7145809507,,,,
GCF_000191545.1,PRJNA63605,SAMN02603487,,representative genome,891391,1579,Lactobacillus acidophilus 30SC,strain=30SC,,latest,Complete Genome,Major,Full,2011/03/07,ASM19154v1,,GCA_000191545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000191545.1_ASM19154v1,4.0,3.0,1896.0,2097766.0,GCF_000191545.1_Lactobacillus acidophilus 30SC_strain=30SC,0.516954417729,36.622221264,3350.0,@GCF_000191545.1_Lactobacillus_acidophilus_30SC_strain_30SC,93.0,0.00134456
GCF_000389675.2,PRJNA201479,SAMN02603216,,na,1314884,1579,Lactobacillus acidophilus La-14,strain=La-14,,latest,Complete Genome,Major,Full,2013/06/21,ASM38967v2,DuPont,GCA_000389675.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000389675.2_ASM38967v2,4.0,1.0,1833.0,1991579.0,GCF_000389675.2_Lactobacillus acidophilus La-14_strain=La-14,0.492316655039,34.7062807953,3349.0,@GCF_000389675.2_Lactobacillus_acidophilus_La-14_strain_La-14,100.0,0.0436412
GCF_000934625.1,PRJNA224116,SAMN03274004,,na,1579,1579,Lactobacillus acidophilus,strain=FSI4,Yogurt,latest,Complete Genome,Major,Full,2015/02/25,ASM93462v1,"Fidelity Systems, Inc.",GCA_000934625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000934625.1_ASM93462v1,4.0,1.0,1841.0,1991969.0,,,34.7056605801,,,,
GCF_000014465.1,PRJNA57989,SAMN02598532,,representative genome,387344,1580,Lactobacillus brevis ATCC 367,strain=ATCC 367,,latest,Complete Genome,Major,Full,2006/10/13,ASM1446v1,,GCA_000014465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014465.1_ASM1446v1,5.0,3.0,2154.0,2340228.0,GCF_000014465.1_Lactobacillus brevis ATCC 367_strain=ATCC 367,0.474580093327,41.1247742838,3373.0,@GCF_000014465.1_Lactobacillus_brevis_ATCC_367_strain_ATCC_367,120.0,0.00126939
GCF_000359625.1,PRJNA195560,,,na,1001583,1580,Lactobacillus brevis KB290,,,latest,Complete Genome,Major,Full,2013/03/28,ASM35962v1,"KAGOME CO., LTD., Research Institute",GCA_000359625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000359625.1_ASM35962v1,5.0,10.0,2421.0,2587877.0,GCF_000359625.1_Lactobacillus brevis KB290,0.466760638302,39.014084937,3374.0,@GCF_000359625.1_Lactobacillus_brevis_KB290,122.0,1.15103e-06
GCF_000211375.1,PRJNA66205,SAMN00713605,,na,511437,1581,Lactobacillus buchneri NRRL B-30929,strain=NRRL B-30929,,latest,Complete Genome,Major,Full,2011/04/18,ASM21137v1,,GCA_000211375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000211375.1_ASM21137v1,5.0,4.0,2343.0,2588309.0,GCF_000211375.1_Lactobacillus buchneri NRRL B-30929_strain=NRRL B-30929,0.467692446068,40.1345436294,3386.0,@GCF_000211375.1_Lactobacillus_buchneri_NRRL_B-30929_strain_NRRL_B-30929,155.0,0.0021948
GCF_000298115.2,PRJNA73657,SAMN02603054,,representative genome,1071400,1581,Lactobacillus buchneri CD034,strain=CD034,,latest,Complete Genome,Major,Full,2012/09/18,ASM29811v2,CeBiTec,GCA_000298115.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000298115.2_ASM29811v2,5.0,4.0,2339.0,2563168.0,GCF_000298115.2_Lactobacillus buchneri CD034_strain=CD034,0.461736936359,39.7667438063,3385.0,@GCF_000298115.2_Lactobacillus_buchneri_CD034_strain_CD034,159.0,0.00272767
GCF_000014525.1,PRJNA57985,SAMN02598528,,reference genome,321967,1582,Lactobacillus casei ATCC 334,strain=ATCC 334,,latest,Complete Genome,Major,Full,2006/10/13,ASM1452v1,,GCA_000014525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014525.1_ASM1452v1,5.0,2.0,2764.0,2924325.0,GCF_000014525.1_Lactobacillus casei ATCC 334_strain=ATCC 334,0.496351150393,44.3912578158,3422.0,@GCF_000014525.1_Lactobacillus_casei_ATCC_334_strain_ATCC_334,126.0,1.15103e-06
GCF_000026485.1,PRJNA59237,SAMEA2272724,,na,543734,1582,Lactobacillus casei BL23,strain=BL23,,latest,Complete Genome,Major,Full,2008/06/19,ASM2648v1,,GCA_000026485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026485.1_ASM2648v1,5.0,1.0,2915.0,3079196.0,,,46.3356993189,,,,
GCF_000019245.2,PRJNA50673,SAMN02603933,,na,498216,1582,Lactobacillus casei str. Zhang,strain=Zhang,,replaced,Complete Genome,Major,Full,2010/07/12,ASM1924v2,"The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China",GCA_000019245.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019245.2_ASM1924v2,5.0,2.0,2845.0,2898335.0,,,43.3296835188,,,,
GCF_000194765.1,PRJNA162119,SAMN02603876,,na,998820,1582,Lactobacillus casei BD-II,strain=BD-II,,latest,Complete Genome,Major,Full,2011/04/01,ASM19476v1,,GCA_000194765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000194765.1_ASM19476v1,5.0,2.0,2957.0,3127288.0,GCF_000194765.1_Lactobacillus casei BD-II_strain=BD-II,0.492470067316,45.0197300827,3416.0,@GCF_000194765.1_Lactobacillus_casei_BD-II_strain_BD-II,175.0,0.011611
GCF_000194785.1,PRJNA162121,SAMN02603877,,na,999378,1582,Lactobacillus casei LC2W,strain=LC2W,,latest,Complete Genome,Major,Full,2011/04/01,ASM19478v1,,GCA_000194785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000194785.1_ASM19478v1,5.0,2.0,2892.0,3077434.0,,,44.4984429338,,,,
GCF_000318035.1,PRJNA178736,SAMEA2271945,,na,1215914,1582,Lactobacillus casei W56,strain=W56,,latest,Complete Genome,Major,Full,2012/09/20,ASM31803v1,University of Vienna,GCA_000318035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318035.1_ASM31803v1,5.0,2.0,2900.0,3132096.0,,,45.0284155529,,,,
GCF_000418515.1,PRJNA210959,SAMN02603330,,na,1318635,1582,Lactobacillus casei LOCK919,strain=LOCK919,,latest,Complete Genome,Major,Full,2013/07/08,ASM41851v1,IBB PAS,GCA_000418515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000418515.1_ASM41851v1,5.0,2.0,2942.0,3143369.0,GCF_000418515.1_Lactobacillus casei LOCK919_strain=LOCK919,0.481777453451,45.0841824222,3424.0,@GCF_000418515.1_Lactobacillus_casei_LOCK919_strain_LOCK919,163.0,0.00251306
GCF_000309565.2,PRJNA224116,SAMN02472008,,na,1051650,1582,Lactobacillus casei 12A,strain=12A,,latest,Complete Genome,Major,Full,2014/05/08,ASM30956v2,University of Wisconsin-Madison and Utah State University,GCA_000309565.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000309565.2_ASM30956v2,5.0,1.0,2681.0,2907892.0,GCF_000309565.2_Lactobacillus casei 12A_strain=12A,0.485756658762,46.4441595493,3418.0,@GCF_000309565.2_Lactobacillus_casei_12A_strain_12A,163.0,0.00379003
GCF_000829055.1,PRJNA224116,,,na,219334,1582,Lactobacillus casei subsp. casei ATCC 393,,,latest,Complete Genome,Major,Full,2013/08/14,ASM82905v1,Kyushu University,GCA_000829055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000829055.1_ASM82905v1,5.0,3.0,2523.0,2952961.0,GCF_000829055.1_Lactobacillus casei subsp. casei ATCC 393,0.507095704264,45.1106644106,3427.0,@GCF_000829055.1_Lactobacillus_casei_subsp._casei_ATCC_393,135.0,0.0112089
GCF_000019245.4,PRJNA224116,SAMN02603933,,na,498216,1582,Lactobacillus casei str. Zhang,strain=Zhang,,latest,Complete Genome,Major,Full,2015/02/05,ASM1924v3,"The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China",GCA_000019245.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019245.4_ASM1924v3,5.0,2.0,2622.0,2898456.0,GCF_000019245.4_Lactobacillus casei str. Zhang_strain=Zhang,0.484769639544,43.3297136013,3417.0,@GCF_000019245.4_Lactobacillus_casei_str._Zhang_strain_Zhang,161.0,0.00125265
GCF_000014405.1,PRJNA57987,SAMN02598530,,na,321956,1584,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,strain=ATCC BAA-365,,latest,Complete Genome,Major,Full,2006/10/13,ASM1440v1,,GCA_000014405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014405.1_ASM1440v1,9.0,1.0,1601.0,1856951.0,GCF_000014405.1_Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365_strain=ATCC BAA-365,0.534081777705,49.6863406735,3330.0,@GCF_000014405.1_Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365_strain_ATCC_BAA-365,104.0,0.00129288
