# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000236475.1,PRJNA224116,SAMN02603598,,na,1104322,1358,Lactococcus lactis subsp. cremoris A76,strain=A76,,latest,Complete Genome,Major,Full,2011/12/01,ASM23647v1,MICALIS INRA,GCA_000236475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/475/GCF_000236475.1_ASM23647v1,,,6.0,5.0,2285.0,2577104.0,GCF_000236475.1_Lactococcus lactis subsp. cremoris A76_strain=A76,0.477993910403,35.8573809982,5300.0,@GCF_000236475.1_Lactococcus_lactis_subsp._cremoris_A76_strain_A76,175.0,1e-06,441.0
GCF_000312685.1,PRJNA224116,SAMN02604113,,na,1111678,1358,Lactococcus lactis subsp. cremoris UC509.9,strain=UC509.9,,latest,Complete Genome,Major,Full,2012/11/13,ASM31268v1,University College Cork,GCA_000312685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/685/GCF_000312685.1_ASM31268v1,,,6.0,9.0,2141.0,2457347.0,GCF_000312685.1_Lactococcus lactis subsp. cremoris UC509.9_strain=UC509.9,0.480682803772,35.7395597773,5301.0,@GCF_000312685.1_Lactococcus_lactis_subsp._cremoris_UC509.9_strain_UC509.9,172.0,0.00125211,480.0
GCF_000344575.1,PRJNA224116,SAMD00060995,,na,1046624,1358,Lactococcus lactis subsp. lactis IO-1,strain=IO-1,,latest,Complete Genome,Major,Full,2012/02/04,ASM34457v1,"Department of Bioscience, Tokyo University of Agriculture",GCA_000344575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/575/GCF_000344575.1_ASM34457v1,,,6.0,1.0,2229.0,2421471.0,,,35.1042816536,,,,,
GCF_000468955.1,PRJNA224116,SAMN02602975,,na,1295826,1358,Lactococcus lactis subsp. cremoris KW2,strain=KW2,,latest,Complete Genome,Major,Full,2013/09/16,ASM46895v1,"AgResearch, Grasslands Research Institute",GCA_000468955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/955/GCF_000468955.1_ASM46895v1,,,6.0,1.0,2223.0,2427048.0,GCF_000468955.1_Lactococcus lactis subsp. cremoris KW2_strain=KW2,0.460068932515,35.7439572683,5305.0,@GCF_000468955.1_Lactococcus_lactis_subsp._cremoris_KW2_strain_KW2,148.0,1e-06,156.0
GCF_000478255.1,PRJNA224116,SAMN02471376,,na,1117941,1358,Lactococcus lactis subsp. lactis NCDO 2118,strain=NCDO 2118,,latest,Complete Genome,Major,Full,2014/07/30,ASM47825v2,Rede Paraense de genômica e proteômica,GCA_000478255.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/255/GCF_000478255.1_ASM47825v2,,,6.0,2.0,2355.0,2592264.0,,,34.8753830628,,,,,
GCF_000479375.2,PRJNA224116,SAMN02603468,,na,1399116,1358,Lactococcus lactis subsp. lactis KLDS 4.0325,strain=KLDS 4.0325,,latest,Complete Genome,Major,Full,2014/01/27,ASM47937v2,"key lab of dairy science, ministry of education, northeast agriculture university",GCA_000479375.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/375/GCF_000479375.2_ASM47937v2,,,6.0,4.0,2389.0,2595492.0,,,35.3529118949,,,,,
GCF_000761115.1,PRJNA224116,SAMN03025289,,na,1358,1358,Lactococcus lactis,strain=AI06,,latest,Complete Genome,Major,Full,2014/10/01,ASM76111v1,Universidade de Sao Paulo,GCA_000761115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/115/GCF_000761115.1_ASM76111v1,,,6.0,1.0,2178.0,2398091.0,GCF_000761115.1_Lactococcus lactis_strain=AI06,0.461453394465,35.0434157836,5293.0,@GCF_000761115.1_Lactococcus_lactis_strain_AI06,161.0,1e-06,204.0
GCF_000807375.1,PRJNA224116,SAMN03200076,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=S0,fresh raw milk,latest,Complete Genome,Major,Full,2014/12/23,ASM80737v1,Institute of Microbiology,GCA_000807375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/375/GCF_000807375.1_ASM80737v1,,,6.0,1.0,2291.0,2488699.0,,,35.2289690316,,,,,
GCF_002078375.1,PRJNA224116,SAMN04954999,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=158,,latest,Complete Genome,Major,Full,2017/04/04,ASM207837v1,University College Cork,GCA_002078375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/375/GCF_002078375.1_ASM207837v1,,,6.0,7.0,2144.0,2486488.0,,,35.7214271696,,,,,
GCF_002078415.1,PRJNA224116,SAMN04955249,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=229,,latest,Complete Genome,Major,Full,2017/04/04,ASM207841v1,University College Cork,GCA_002078415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/415/GCF_002078415.1_ASM207841v1,,,5.0,6.0,2465.0,2634132.0,,,35.1672201697,,,,,
GCF_002078435.1,PRJNA224116,SAMN04955252,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=275,,latest,Complete Genome,Major,Full,2017/04/04,ASM207843v1,University College Cork,GCA_002078435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/435/GCF_002078435.1_ASM207843v1,,,6.0,5.0,2582.0,2753892.0,,,35.3433976351,,,,,
GCF_002078475.1,PRJNA224116,SAMN04956294,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UC11,,latest,Complete Genome,Major,Full,2017/04/04,ASM207847v1,University College Cork,GCA_002078475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/475/GCF_002078475.1_ASM207847v1,,,6.0,6.0,2301.0,2530362.0,,,34.9251213858,,,,,
GCF_002078495.1,PRJNA224116,SAMN04956302,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UC063,,latest,Complete Genome,Major,Full,2017/04/04,ASM207849v1,University College Cork,GCA_002078495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/495/GCF_002078495.1_ASM207849v1,,,6.0,6.0,2371.0,2542029.0,,,35.2685984306,,,,,
GCF_002078615.1,PRJNA224116,SAMN04956303,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UC77,,latest,Complete Genome,Major,Full,2017/04/04,ASM207861v1,University College Cork,GCA_002078615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/615/GCF_002078615.1_ASM207861v1,,,7.0,3.0,2480.0,2607675.0,,,35.2487944242,,,,,
GCF_002078765.1,PRJNA224116,SAMN04956304,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=UC109,,latest,Complete Genome,Major,Full,2017/04/04,ASM207876v1,University College Cork,GCA_002078765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/765/GCF_002078765.1_ASM207876v1,,,7.0,7.0,2088.0,2390386.0,,,35.7689511234,,,,,
GCF_002078855.1,PRJNA224116,SAMN04956402,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UL8,,latest,Complete Genome,Major,Full,2017/04/04,ASM207885v1,University College Cork,GCA_002078855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/855/GCF_002078855.1_ASM207885v1,,,6.0,4.0,2302.0,2459217.0,,,35.288874467,,,,,
GCF_002078895.1,PRJNA224116,SAMN04955031,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=JM1,,latest,Complete Genome,Major,Full,2017/04/04,ASM207889v1,University College Cork,GCA_002078895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/895/GCF_002078895.1_ASM207889v1,,,7.0,8.0,2347.0,2752187.0,,,35.7676277084,,,,,
GCF_002078915.1,PRJNA224116,SAMN04955242,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=JM2,,latest,Complete Genome,Major,Full,2017/04/04,ASM207891v1,University College Cork,GCA_002078915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/915/GCF_002078915.1_ASM207891v1,,,7.0,5.0,2208.0,2574437.0,GCF_002078915.1_Lactococcus lactis subsp. cremoris_strain=JM2,0.472072818391,35.7440481162,5291.0,@GCF_002078915.1_Lactococcus_lactis_subsp._cremoris_strain_JM2,159.0,1e-06,202.0
GCF_002078935.1,PRJNA224116,SAMN04955245,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=JM3,,latest,Complete Genome,Major,Full,2017/04/04,ASM207893v1,University College Cork,GCA_002078935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/935/GCF_002078935.1_ASM207893v1,,,7.0,6.0,2363.0,2639112.0,,,35.7802927651,,,,,
GCF_002078955.1,PRJNA224116,SAMN04955246,,na,1359,1358,Lactococcus lactis subsp. cremoris,strain=JM4,,latest,Complete Genome,Major,Full,2017/04/04,ASM207895v1,University College Cork,GCA_002078955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/955/GCF_002078955.1_ASM207895v1,,,6.0,6.0,2209.0,2501550.0,,,35.7431992165,,,,,
GCF_002078975.1,PRJNA224116,SAMN04956292,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UC06,,latest,Complete Genome,Major,Full,2017/04/04,ASM207897v1,University College Cork,GCA_002078975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/975/GCF_002078975.1_ASM207897v1,,,6.0,4.0,2460.0,2680416.0,,,35.1743908408,,,,,
GCF_002078995.1,PRJNA224116,SAMN04956293,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=UC08,,latest,Complete Genome,Major,Full,2017/04/04,ASM207899v1,University College Cork,GCA_002078995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/995/GCF_002078995.1_ASM207899v1,,,6.0,4.0,2300.0,2535459.0,,,34.9295334691,,,,,
GCF_002148215.1,PRJNA224116,SAMN06061939,,na,44688,1358,Lactococcus lactis subsp. lactis bv. diacetylactis,strain=FM03,,latest,Complete Genome,Major,Full,2017/05/17,ASM214821v1,Wageningen University & Research,GCA_002148215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/215/GCF_002148215.1_ASM214821v1,,,6.0,8.0,2332.0,2509249.0,,,35.2629013701,,,,,
GCF_900088425.1,PRJNA224116,SAMEA4005236,,na,1360,1358,Lactococcus lactis subsp. lactis,strain=A12,,latest,Complete Genome,Major,Full,2016/07/25,A12,UNIVERSITY TOULOUSE III,GCA_900088425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/425/GCF_900088425.1_A12,,,6.0,5.0,2446.0,2730625.0,,,35.4518104829,,,,,
GCF_000269925.1,PRJNA224116,SAMD00060911,,representative genome,420889,1363,Lactococcus garvieae ATCC 49156,strain=ATCC 49156,,latest,Complete Genome,Major,Full,2011/08/09,ASM26992v1,Kitasato Institute for Life Sciences,GCA_000269925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/925/GCF_000269925.1_ASM26992v1,,assembly from type material,5.0,1.0,1856.0,1950135.0,GCF_000269925.1_Lactococcus garvieae ATCC 49156_strain=ATCC 49156,0.516008966885,38.8268504488,5290.0,@GCF_000269925.1_Lactococcus_garvieae_ATCC_49156_strain_ATCC_49156,125.0,0.102013,2.0
GCF_000269945.1,PRJNA224116,SAMD00060912,,na,420890,1363,Lactococcus garvieae Lg2,strain=Lg2,,latest,Complete Genome,Major,Full,2011/08/09,ASM26994v1,Kitasato Institute for Life Sciences,GCA_000269945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/945/GCF_000269945.1_ASM26994v1,,,5.0,1.0,1863.0,1963964.0,,,38.7670038758,,,,,
GCF_000981525.1,PRJNA224116,SAMEA3208644,,representative genome,297352,1364,Lactococcus piscium MKFS47,strain=MKFS47,,latest,Complete Genome,Major,Full,2015/04/03,L_piscium,UNIVERSITY OF HELSINKI,GCA_000981525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/525/GCF_000981525.1_L_piscium,,,4.0,3.0,2303.0,2503066.0,GCF_000981525.1_Lactococcus piscium MKFS47_strain=MKFS47,0.426339533146,38.5787270491,5288.0,@GCF_000981525.1_Lactococcus_piscium_MKFS47_strain_MKFS47,130.0,0.0126245,127.0
GCF_002310475.1,PRJNA224116,SAMN07627433,,na,1366,1366,Lactococcus raffinolactis,strain=WiKim0068,,latest,Complete Genome,Major,Full,2017/09/18,ASM231047v1,world institute of kimchi,GCA_002310475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/475/GCF_002310475.1_ASM231047v1,,,4.0,3.0,2108.0,2292235.0,GCF_002310475.1_Lactococcus raffinolactis_strain=WiKim0068,0.431595361461,39.7449214413,5287.0,@GCF_002310475.1_Lactococcus_raffinolactis_strain_WiKim0068,138.0,0.0545409,30.0
GCF_001465835.2,PRJNA224116,SAMN04331436,,representative genome,1374,1374,Planococcus kocurii,strain=ATCC 43650,,latest,Complete Genome,Minor,Full,2016/01/29,ASM146583v2,University of Malaya,GCA_001465835.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/835/GCF_001465835.2_ASM146583v2,,assembly from type material,9.0,2.0,3234.0,3485580.0,GCF_001465835.2_Planococcus kocurii_strain=ATCC 43650,0.435946444791,40.9147688477,5073.0,@GCF_001465835.2_Planococcus_kocurii_strain_ATCC_43650,182.0,0.00116204,2.0
GCF_000193205.1,PRJNA224116,SAMN00100756,,na,866775,1376,Aerococcus urinae ACS-120-V-Col10a,strain=ACS-120-V-Col10a,,latest,Complete Genome,Major,Full,2011/03/23,ASM19320v1,J. Craig Venter Institute,GCA_000193205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/205/GCF_000193205.1_ASM19320v1,,,4.0,1.0,1747.0,2080974.0,GCF_000193205.1_Aerococcus urinae ACS-120-V-Col10a_strain=ACS-120-V-Col10a,0.502837793499,41.8828875325,5148.0,@GCF_000193205.1_Aerococcus_urinae_ACS-120-V-Col10a_strain_ACS-120-V-Col10a,119.0,0.00750106,376.0
GCF_001543175.1,PRJNA224116,SAMN04419113,,representative genome,1376,1376,Aerococcus urinae,strain=CCUG36881,,latest,Complete Genome,Major,Full,2016/02/01,ASM154317v1,Slagelse Hospital,GCA_001543175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/175/GCF_001543175.1_ASM154317v1,,assembly from type material,4.0,1.0,1705.0,1974262.0,GCF_001543175.1_Aerococcus urinae_strain=CCUG36881,0.496592792149,42.5950557727,5149.0,@GCF_001543175.1_Aerococcus_urinae_strain_CCUG36881,100.0,0.00735255,14.0
GCF_001543285.1,PRJNA224116,SAMN04419116,,representative genome,1377,1377,Aerococcus viridans,strain=CCUG4311,,latest,Complete Genome,Major,Full,2016/02/01,ASM154328v1,Slagelse Hospital,GCA_001543285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/285/GCF_001543285.1_ASM154328v1,,assembly from type material,7.0,1.0,1869.0,2199877.0,GCF_001543285.1_Aerococcus viridans_strain=CCUG4311,0.481336818137,39.3756560026,5143.0,@GCF_001543285.1_Aerococcus_viridans_strain_CCUG4311,135.0,0.0012424,24.0
GCF_000024225.1,PRJNA224116,SAMN00001907,,representative genome,521095,1382,Atopobium parvulum DSM 20469,strain=DSM 20469,,latest,Complete Genome,Major,Full,2009/09/09,ASM2422v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/225/GCF_000024225.1_ASM2422v1,,assembly from type material,1.0,1.0,1340.0,1543805.0,GCF_000024225.1_Atopobium parvulum DSM 20469_strain=DSM 20469,0.526181402982,45.68659902,7704.0,@GCF_000024225.1_Atopobium_parvulum_DSM_20469_strain_DSM_20469,100.0,0.0581002,170.0
GCF_000195515.1,PRJNA224116,SAMN02603399,,na,999891,1390,Bacillus amyloliquefaciens TA208,strain=TA208,,latest,Complete Genome,Major,Full,2011/04/08,ASM19551v1,"Institute of Microbiology, Chinese Academy of Sciences",GCA_000195515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/515/GCF_000195515.1_ASM19551v1,,,7.0,1.0,3847.0,3937511.0,GCF_000195515.1_Bacillus amyloliquefaciens TA208_strain=TA208,0.453488637277,45.8252688056,6254.0,@GCF_000195515.1_Bacillus_amyloliquefaciens_TA208_strain_TA208,223.0,1e-06,737.0
GCF_000196735.1,PRJNA224116,SAMEA2272088,,representative genome,692420,1390,Bacillus amyloliquefaciens DSM 7,strain=DSM 7,,latest,Complete Genome,Major,Full,2010/09/23,ASM19673v1,"Cebitec, Bielefeld University",GCA_000196735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/735/GCF_000196735.1_ASM19673v1,,assembly from type material,10.0,1.0,3785.0,3980199.0,GCF_000196735.1_Bacillus amyloliquefaciens DSM 7_strain=DSM 7,0.452213428372,46.082344124,6257.0,@GCF_000196735.1_Bacillus_amyloliquefaciens_DSM_7_strain_DSM_7,225.0,1e-06,967.0
GCF_000204275.1,PRJNA224116,SAMN02603189,,na,1001582,1390,Bacillus amyloliquefaciens LL3,strain=LL3,,latest,Complete Genome,Major,Full,2011/04/14,ASM20427v1,"Department of Microbiology, College of Life Sciences, Nankai University,Tianjin 300071, China",GCA_000204275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/275/GCF_000204275.1_ASM20427v1,,,7.0,2.0,3874.0,4001985.0,GCF_000204275.1_Bacillus amyloliquefaciens LL3_strain=LL3,0.449886296025,45.699046848,6255.0,@GCF_000204275.1_Bacillus_amyloliquefaciens_LL3_strain_LL3,221.0,0.00127305,773.0
GCF_000221645.1,PRJNA224116,SAMN02603869,,na,1034836,1390,Bacillus amyloliquefaciens XH7,strain=XH7,,latest,Complete Genome,Major,Full,2011/07/27,ASM22164v1,south china university of technology,GCA_000221645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/645/GCF_000221645.1_ASM22164v1,,,8.0,1.0,3846.0,3939203.0,,,45.8209947545,,,,,
GCF_000242855.2,PRJNA224116,SAMN02603349,,na,1091041,1390,Bacillus amyloliquefaciens IT-45,strain=IT-45,,latest,Complete Genome,Major,Full,2013/02/13,ASM24285v2,"Institut Rosell Lallemand, Inc.",GCA_000242855.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/855/GCF_000242855.2_ASM24285v2,,,10.0,2.0,3678.0,3936866.0,GCF_000242855.2_Bacillus amyloliquefaciens IT-45_strain=IT-45,0.450251912761,46.6076823544,6242.0,@GCF_000242855.2_Bacillus_amyloliquefaciens_IT-45_strain_IT-45,214.0,0.00128041,259.0
GCF_000262385.1,PRJNA224116,SAMN02603232,,na,1126211,1390,Bacillus amyloliquefaciens Y2,strain=Y2,,latest,Complete Genome,Major,Full,2012/05/11,ASM26238v1,"Faculty of Agronomy and Biotechnology, Yunnan Agricultural University, Kunming 650201 , PR China",GCA_000262385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/385/GCF_000262385.1_ASM26238v1,,,11.0,1.0,3982.0,4238624.0,GCF_000262385.1_Bacillus amyloliquefaciens Y2_strain=Y2,0.447015927758,45.8543149852,6204.0,@GCF_000262385.1_Bacillus_amyloliquefaciens_Y2_strain_Y2,235.0,0.00128126,1085.0
GCF_000494835.1,PRJNA224116,SAMN02603639,,na,1412898,1390,Bacillus amyloliquefaciens CC178,strain=CC178,,latest,Complete Genome,Major,Full,2013/11/01,ASM49483v1,"National Academy of Agricultural Science, RDA",GCA_000494835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/835/GCF_000494835.1_ASM49483v1,,,9.0,1.0,3640.0,3916828.0,GCF_000494835.1_Bacillus amyloliquefaciens CC178_strain=CC178,0.449820068451,46.46423075,6244.0,@GCF_000494835.1_Bacillus_amyloliquefaciens_CC178_strain_CC178,228.0,1e-06,385.0
GCF_000508265.1,PRJNA224116,SAMN02641487,,na,1415165,1390,Bacillus amyloliquefaciens LFB112,strain=LFB112,,latest,Complete Genome,Major,Full,2013/12/16,ASM50826v1,China agricultural university,GCA_000508265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/265/GCF_000508265.1_ASM50826v1,,,11.0,1.0,3637.0,3942754.0,,,46.6502855618,,,,,
GCF_000833005.1,PRJNA224116,SAMN03272519,,na,1390,1390,Bacillus amyloliquefaciens,strain=L-H15,,latest,Complete Genome,Major,Full,2015/02/05,ASM83300v1,China Agricultural University,GCA_000833005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/005/GCF_000833005.1_ASM83300v1,,,10.0,1.0,3615.0,3905973.0,GCF_000833005.1_Bacillus amyloliquefaciens_strain=L-H15,0.44973485584,46.6586942613,6220.0,@GCF_000833005.1_Bacillus_amyloliquefaciens_strain_L-H15,212.0,1e-06,208.0
GCF_000835145.1,PRJNA224116,SAMN02680285,,na,1292358,1390,Bacillus amyloliquefaciens KHG19,strain=KHG19,,latest,Complete Genome,Major,Full,2015/02/10,ASM83514v1,Kyung Hee University,GCA_000835145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/145/GCF_000835145.1_ASM83514v1,,,11.0,1.0,3652.0,3953361.0,GCF_000835145.1_Bacillus amyloliquefaciens KHG19_strain=KHG19,0.447384931302,46.6246315477,6236.0,@GCF_000835145.1_Bacillus_amyloliquefaciens_KHG19_strain_KHG19,216.0,0.00385048,131.0
GCF_000973485.1,PRJNA224116,SAMN03470201,,na,1390,1390,Bacillus amyloliquefaciens,strain=L-S60,L-S60,latest,Complete Genome,Major,Full,2015/04/20,ASM97348v1,China Agricultural University,GCA_000973485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/485/GCF_000973485.1_ASM97348v1,,,10.0,1.0,3611.0,3903017.0,,,46.6606986339,,,,,
GCF_001483885.1,PRJNA224116,SAMN04244584,,na,1390,1390,Bacillus amyloliquefaciens,strain=MBE1283,,latest,Complete Genome,Major,Full,2016/01/04,ASM148388v1,Macrogen Inc,GCA_001483885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/885/GCF_001483885.1_ASM148388v1,,,9.0,2.0,3673.0,3979925.0,GCF_001483885.1_Bacillus amyloliquefaciens_strain=MBE1283,0.452726660034,46.5206756409,6218.0,@GCF_001483885.1_Bacillus_amyloliquefaciens_strain_MBE1283,221.0,0.00128074,163.0
GCF_001586105.1,PRJNA224116,SAMN04275172,,na,1390,1390,Bacillus amyloliquefaciens,strain=S499,,latest,Complete Genome,Major,Full,2016/03/10,ASM158610v1,Fondazione Edmund Mach,GCA_001586105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/105/GCF_001586105.1_ASM158610v1,,,8.0,2.0,3729.0,3935930.0,,,46.6091622564,,,,,
GCF_001593765.1,PRJNA224116,SAMN04565829,,na,1333538,1390,Bacillus amyloliquefaciens UMAF6639,strain=UMAF6639,,latest,Complete Genome,Major,Full,2016/03/18,ASM159376v1,CBGP,GCA_001593765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/765/GCF_001593765.1_ASM159376v1,,,9.0,1.0,3699.0,4034636.0,GCF_001593765.1_Bacillus amyloliquefaciens UMAF6639_strain=UMAF6639,0.448913397335,46.3417517714,6234.0,@GCF_001593765.1_Bacillus_amyloliquefaciens_UMAF6639_strain_UMAF6639,213.0,1e-06,216.0
GCF_001593785.1,PRJNA224116,SAMN04565866,,na,1434324,1390,Bacillus amyloliquefaciens UMAF6614,strain=UMAF6614,,latest,Complete Genome,Major,Full,2016/03/18,ASM159378v1,CBGP,GCA_001593785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/785/GCF_001593785.1_ASM159378v1,,,9.0,1.0,3695.0,4005145.0,,,46.4910508858,,,,,
GCF_001596755.1,PRJNA224116,SAMN04555582,,na,1390,1390,Bacillus amyloliquefaciens,strain=B15,,latest,Complete Genome,Major,Full,2016/03/23,ASM159675v1,China national research institute of food&fermentation industries,GCA_001596755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/755/GCF_001596755.1_ASM159675v1,,,9.0,1.0,3700.0,4006754.0,GCF_001596755.1_Bacillus amyloliquefaciens_strain=B15,0.449740725069,46.468687621,6248.0,@GCF_001596755.1_Bacillus_amyloliquefaciens_strain_B15,216.0,0.00256776,297.0
GCF_001705195.1,PRJNA224116,SAMN05520945,,na,1390,1390,Bacillus amyloliquefaciens,strain=RD7-7,,latest,Complete Genome,Major,Full,2016/08/16,ASM170519v1,National Academy of Agrigultural Science,GCA_001705195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/195/GCF_001705195.1_ASM170519v1,,,9.0,1.0,3483.0,3688209.0,GCF_001705195.1_Bacillus amyloliquefaciens_strain=RD7-7,0.45157905469,46.2526391536,6258.0,@GCF_001705195.1_Bacillus_amyloliquefaciens_strain_RD7-7,212.0,0.00126095,134.0
GCF_001874385.1,PRJNA224116,SAMN05969227,,na,1390,1390,Bacillus amyloliquefaciens,strain=Y14,,latest,Complete Genome,Major,Full,2016/11/10,ASM187438v1,Shandong Agricultural University,GCA_001874385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/385/GCF_001874385.1_ASM187438v1,,,9.0,1.0,3742.0,3957164.0,,,46.4402031354,,,,,
GCF_001922005.1,PRJNA224116,SAMN06051297,,na,1390,1390,Bacillus amyloliquefaciens,strain=WS-8,,latest,Complete Genome,Major,Full,2016/12/27,ASM192200v1,Hebei Academy of Science,GCA_001922005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/005/GCF_001922005.1_ASM192200v1,,,9.0,1.0,3670.0,3929787.0,GCF_001922005.1_Bacillus amyloliquefaciens_strain=WS-8,0.448407464907,46.4990341716,6208.0,@GCF_001922005.1_Bacillus_amyloliquefaciens_strain_WS-8,215.0,0.00127775,191.0
