sample_name,GenBank BioSample,NCBI SRA,project_id,source_mat_id,latitude,longitude,habitat_name,taxon_id,strain,genus,species,family,depth,sample_collection_site,class,phylum,assembly_accession_number,collection_date,date_of_experiment,day_portion_of_day_night_cycle_in_hours,envo_term_for_habitat_primary_term,growth_medium,investigation_type,light,other_collection_site_info,sample_material,experimental_salinity,experimental_temperature,fastq_file,night_portion_of_day_night_cycle_in_hours,primary_citation,longhurst_province,ph,clonal,envo_term_for_habitat_secondary_term,habitat_description,prey_organism_if_applicable,environmental_salinity,other_experimental_metadata_available,country,axenic,modifications_to_growth_medium,additional_citations,collection_time,other_environmental_metadata_available,environmental_temperature,phosphate,nitrate,iron,trace_elements,pressure,carbon_dioxide,ammonium,pcr_amp,silicate,sample_type,sample_description,collection_start_time,collection_stop_time,site_name,site_description,library_acc,sequencing_method,dna_type,comments,order,superkingdom,combined_assembly_name,external_sample_id,habitat,principle_investigator,sample_volume,volume_unit,filter_min,filter_max,filter_fraction_maximum,filter_fraction_minimum,volume_filtered,urea,chlorophyll,elevation,dissolved_oxygen,particulate_organic_carbon,region,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
MMETSP1086,2740080,SRS621304,104,CAM_SMPL_002619,38.79,-9.42,freshwater habitat,77921,SAG4.97,Cyanoptyche,gloeocystis,Glaucosphaeraceae,,OTHER,Glaucocystophyceae,Glaucophyta,CAM_ASM_000437,01-JAN-89,27-OCT-11,14.0,Aquatic: freshwater,SVM (Standard Volvox Media). Based on Kirk and Kirk (1983) Dev. Biol. 96:493–506,EU,200.0,"Sintra, Monserrate Park",,,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP108/MMETSP1086.fastq.tar,10.0,"Pascher, A. (1929). Studien uber symbiosen. Uber einige Endosymbiosen von Blaualgen in Einzellern. Jahrb. Wiss. Bot. 71: 386-462.",,8.0,Unknown,,,,,,PT,No,none,"Kies, L. & Kremer, B.P. (1986). Typification of the Glaucocystophyceae. Taxon 35: 128-133",,,,230.0,500.0,2000.0,20.0,,,,No,,eukaryotes,Cyanoptyche  gloeocystis  SAG4.97,1989-01-01 00:00:00.0,1989-01-01 00:00:00.0,OTHER,"Sintra, Monserrate Park",CAM_LIB_001385,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1086"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1086</a>",,Eukaryota,,CyaGle4.97,freshwater habitat,Alexandra Z. Worden,,,,,,,,500.0,,,,,,,,,,MMETSP1086|Cyanoptyche-gloeocystis-SAG4-97,,,272.0,@MMETSP1086_Cyanoptyche-gloeocystis-SAG4-97,181.0,0.129605,1193.0
MMETSP1064,2740070,SRS621485,104,CAM_SMPL_002624,54.6,-2.8,freshwater habitat,202472,CCAP 1002/5,Aulacoseira,subarctica,Aulacoseiraceae,,OTHER,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000442,01-JAN-87,,16.0,Aquatic: freshwater,FW,EU,166.0,"Freshwater; Blelham Tarn, Cumbria, England",Freshwater,21.0,6.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1064.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,UNITED KINGDOM,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Aulacoseira subarctica  CCAP 1002/5,1987-01-01 00:00:00.0,1987-01-01 00:00:00.0,OTHER,"Freshwater; Blelham Tarn, Cumbria, England",CAM_LIB_001390,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1064"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1064</a>",,Eukaryota,,Aulacoseira subarctica,freshwater habitat,E. Virginia Armbrust,4.0,L,,,,,4.0,,,,,,,,,,,MMETSP1064|Aulacoseira-subarctica-CCAP1002-5,,,579.0,@MMETSP1064_Aulacoseira-subarctica-CCAP1002-5,227.0,0.163354,1520.0
MMETSP1066,2740212,SRS621488,104,CAM_SMPL_002625,31.4322,-80.358,marine habitat,671091,CCMP2513,Coscinodiscus,wailesii,Conscinodiscaceae,,Atlantic_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000443,27-AUG-03,22-NOV-11,16.0,Acquatic: marine,f/2,EU,166.0,"South Atlantic Bight, Atlantic Ocean (off Georgia Coast, USA)",Seawater,21.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1066.fastq.tar,8.0,,NWCS,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Coscinodiscus wailesii CCMP2513,2003-08-27 00:00:00.0,2003-08-27 00:00:00.0,Atlantic_Ocean,"South Atlantic Bight, Atlantic Ocean (off Georgia Coast, USA)",CAM_LIB_001391,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1066"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1066</a>",Coscinodiscales,Eukaryota,,Coscinodiscus wailesii,marine habitat,E. Virginia Armbrust,4.0,L,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,MMETSP1066|Coscinodiscus-wailesii-CCMP2513,,,577.0,@MMETSP1066_Coscinodiscus-wailesii-CCMP2513,242.0,0.300535,1902.0
MMETSP1067,2740239,SRS621487,104,CAM_SMPL_002626,47.6901,-122.40041,marine habitat,265564,Tpunct2005C2,Thalassiosira,punctigera,Skeletonemaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000444,01-OCT-05,17-FEB-06,16.0,Acquatic: marine,,EU,166.0,"Golden Gardens, Puget Sound, WA",Seawater,21.0,,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1067.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Thalassiosira punctigera Tpunct2005C2,2005-10-01 00:00:00.0,2005-10-01 00:00:00.0,Pacific_Ocean,"Golden Gardens, Puget Sound, WA",CAM_LIB_001392,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1067"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1067</a>",,Eukaryota,,Thalassiosira puntigera,marine habitat,E. Virginia Armbrust,4.0,L,40.0,190.0,190.0,40.0,4.0,,,,,,,,,,,MMETSP1067|Thalassiosira-punctigera-Tpunct2005C2,,,483.0,@MMETSP1067_Thalassiosira-punctigera-Tpunct2005C2,245.0,0.0099206,1866.0
MMETSP1089,2740031,SRS621389,104,CAM_SMPL_002627,,,freshwater habitat,38269,SAG46.84,Gloeochaete,wittrockiana,Gloeochaetaceae,,OTHER,Glaucophyceae,Glaucophyta,CAM_ASM_000445,01-JUL-73,27-OCT-11,14.0,Aquatic: freshwater,DY-V,EU,200.0,Hamburg-Kirchwerder,,,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP108/MMETSP1089.fastq.tar,10.0,"Kies, L. (1976) Untersuchungen zur Feinstruktur und taxonomischen Einordnung von Gloeochaete wittrockiana, einer apoplastidalen capsalen Alge mit blaugrünen Endosymbionten (Cyanellen). Protoplasma 87:419-446",,6.8,Unknown,Other,,,,,GERMANY,No,none,"Kies, L. & Kremer, B.P. (1986). Typification of the Glaucocystophyceae. Taxon 35: 128-133",,,,10.0,230.0,6.0,10.0,,,50.0,No,49.0,eukaryotes,Gloeochaete wittrockiana SAG46.84,1973-07-01 00:00:00.0,1973-07-01 00:00:00.0,OTHER,Hamburg-Kirchwerder,CAM_LIB_001393,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1089"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1089</a>",Gloeochaetales,Eukaryota,Gloeochaete-witrockiana-SAG46_84,GleWit46.84,freshwater habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP1089|Gloeochaete-wittrockiana-SAG46-84,,,273.0,@MMETSP1089_Gloeochaete-wittrockiana-SAG46-84,286.0,0.241217,2976.0
MMETSP1095,2740038,SRS621404,104,CAM_SMPL_002628,36.135,-92.64,freshwater habitat,96789,UTEXLB2642,Chromulina,nebulosa,Chromulinaceae,,"Rush Creek, Arkansas, USA",Chrysophyceae,Ochrophyta,CAM_ASM_000446,16-SEP-76,12-DEC-11,12.0,,DY-V,EU,300.0,small stream near lead mine,freshwater,,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP109/MMETSP1095.fastq.tar,12.0,,,8.0,Unknown,,,,,,US,No,Added rice grains,"Caron, D.A. 2000. Symbiosis and mixotrophy among pelagic microorganisms. In: Kirchman, D.L. (Ed.), Microbial ecology of the oceans, John Wiley & Sons, Inc., New York, pp. 495-523.",,,,,,,,,,,No,,eukaryotes,Chromulina nebulosa UTEXLB2642,1976-09-16 00:00:00.0,1976-09-16 00:00:00.0,"Rush Creek, Arkansas, USA",small stream near lead mine,CAM_LIB_001394,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1095"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1095</a>",Chromulinales,Eukaryota,,C.nebulosa,freshwater habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP1095|Chromulina-nebulosa-UTEXLB2642,,,4.0,@MMETSP1095_Chromulina-nebulosa-UTEXLB2642,138.0,0.15807,756.0
MMETSP1122,2740553,SRS621360,104,CAM_SMPL_002630,,,marine habitat,230996,Mp,Symbiodinium,sp.,Symbiodiniaceae,,Pacific_Ocean,Dinophyceae,Dinophyta,CAM_ASM_000448,,01-OCT-11,12.0,,f/2 amended seawater,EU,200.0,,,34.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP112/MMETSP1122.fastq.tar,12.0,,,8.1,No,,,,,RNA will be harvested from 1 L culture during normal exponential growth,PW,No,"f/2 for all nutrients, no Na2SiO3 added",,,,,36.2,882.0,,12794.0,,,,No,,eukaryotes,Symbiodinium sp. Mp,,,Pacific_Ocean,,CAM_LIB_001396,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1122"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1122</a>",Suessiales,Eukaryota,Symbiodinium-sp-Mp,Mp T0 Control,marine habitat,William Wilson,,,,,,,,,,,,,,,,,,MMETSP1122|Symbiodinium-sp-Mp,,,105.0,@MMETSP1122_Symbiodinium-sp-Mp,264.0,1e-06,3990.0
MMETSP1068,2740077,SRS621489,104,CAM_SMPL_002632,43.0,68.0,marine habitat,35684,CCMP716,Pseudopedinella,elastica,Pedinellaceae,,Atlantic_Ocean,Dictyochophyceae,Ochrophyta,CAM_ASM_000450,30-SEP-88,13-OCT-11,16.0,Acquatic: marine,f/2,EU,166.0,Gulf of Maine (approx.),Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1068.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Pseudopedinella elastica CCMP716,1988-09-30 00:00:00.0,1988-09-30 00:00:00.0,Atlantic_Ocean,Gulf of Maine (approx.),CAM_LIB_001398,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1068"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1068</a>",Pedinellales,Eukaryota,Pseudopedinella-elastica-CCMP716,Pseudopedinella elastica,marine habitat,E. Virginia Armbrust,4.0,L,0.8,3.0,3.0,0.8,4.0,,,,,,,,,,,MMETSP1068|Pseudopedinella-elastica-CCMP716,,,28.0,@MMETSP1068_Pseudopedinella-elastica-CCMP716,244.0,0.00104177,2122.0
MMETSP1070,2740330,SRS621365,104,CAM_SMPL_002634,,,marine habitat,265543,NH13,Minutocellus,polymorphus,Cymatosiraceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000452,01-MAY-10,22-AUG-11,16.0,Acquatic: marine,f/2,EU,166.0,Newport Hydroline (Station NH-20),Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP107/MMETSP1070.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Minutocellus polymorphus NH13,2010-05-01 00:00:00.0,2010-05-01 00:00:00.0,Pacific_Ocean,Newport Hydroline (Station NH-20),CAM_LIB_001400,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1070"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1070</a>",Cymatosirales,Eukaryota,,Minutocellus polymorphus,marine habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,,,,,,,,,MMETSP1070|Minutocellus-polymorphus-NH13,,,472.0,@MMETSP1070_Minutocellus-polymorphus-NH13,238.0,0.0023041,3215.0
MMETSP1096,2740062,SRS621405,104,CAM_SMPL_002635,49.6,-140.6166,marine habitat,156174,CCMP281,Chrysochromulina,ericina,Prymnesiaceae,,North Pacific,Prymnesiophyceae,Haptophyta,CAM_ASM_000453,10-DEC-84,08-NOV-11,12.0,,Marine Media K,EU,300.0,,seawater,36.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP109/MMETSP1096.fastq.tar,12.0,,PSAE,8.0,Unknown,,,,,,US,No,Added soil extract,"Caron, D.A. 2000. Symbiosis and mixotrophy among pelagic microorganisms. In: Kirchman, D.L. (Ed.), Microbial ecology of the oceans, John Wiley & Sons, Inc., New York, pp. 495-523.",,,,,,,,,,,No,,eukaryotes,Chrysochromulina ericina CCMP281,1984-12-10 00:00:00.0,1984-12-10 00:00:00.0,North Pacific,,CAM_LIB_001401,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1096"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1096</a>",Prymnesiales,Eukaryota,,C.erinica,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP1096|Chrysochromulina-ericina-CCMP281,,,247.0,@MMETSP1096_Chrysochromulina-ericina-CCMP281,238.0,0.022915,2684.0
MMETSP1097,2740078,SRS621406,104,CAM_SMPL_002636,43.0,-68.0,marine habitat,35684,CCMP716,Pseudopedinella,elastica,Pedinellaceae,1.0,Gulf of Maine,Dictyochophyceae,Ochrophyta,CAM_ASM_000454,30-SEP-88,19-DEC-11,12.0,,Marine Media K,EU,300.0,,Seawater,36.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP109/MMETSP1097.fastq.tar,12.0,,NWCS,8.0,Unknown,,,,36.0,,US,No,No silica,"Caron, D.A. 2000. Symbiosis and mixotrophy among pelagic microorganisms. In: Kirchman, D.L. (Ed.), Microbial ecology of the oceans, John Wiley & Sons, Inc., New York, pp. 495-523.",,,18.0,,,,,,,,No,,eukaryotes,Pseudopedinella elastica CCMP716,1988-09-30 00:00:00.0,1988-09-30 00:00:00.0,Gulf of Maine,,CAM_LIB_001402,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1097"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1097</a>",Pedinellales,Eukaryota,Pseudopedinella-elastica-CCMP716,P.elastica,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP1097|Pseudopedinella-elastica-CCMP716,,,27.0,@MMETSP1097_Pseudopedinella-elastica-CCMP716,177.0,1e-06,1332.0
MMETSP1126,2740557,SRS621391,104,CAM_SMPL_002639,,,,3047,CCMP1320,Dunaliella,tertiolecta,Dunaliellaceae,,,Chlorophyceae,Chlorophyta,CAM_ASM_000457,,01-DEC-11,16.0,,f/2 amended seawater,EU,200.0,,,31.0,16.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP112/MMETSP1126.fastq.tar,8.0,,,8.1,1,,,,,Exponential growth phase,,1,"f/2 nutrients, no silica",,,,,36.2,882.0,,12794.0,,,,No,,eukaryotes,Dunaliella tertiolecta CCMP1320,,,,,CAM_LIB_001405,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1126"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1126</a>",Chlamydomonadales,Eukaryota,Dunaliella-tertiolecta-CCMP1320,CCMP 1320 Control,,Sheri Floge,,,,,,,,,,,,,,,,,,MMETSP1126|Dunaliella-tertiolecta-CCMP1320,,,366.0,@MMETSP1126_Dunaliella-tertiolecta-CCMP1320,231.0,0.0440444,2094.0
MMETSP1071,2740331,SRS621368,104,CAM_SMPL_002640,,,marine habitat,35127,NH16,Thalassiosira,sp.,Skeletonemaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000458,01-MAY-10,23-AUG-11,16.0,Acquatic: marine,f/2,EU,166.0,Newport Hydroline (Station NH-20),Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP107/MMETSP1071.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Thalassiosira sp. NH16,2010-05-01 00:00:00.0,2010-05-01 00:00:00.0,Pacific_Ocean,Newport Hydroline (Station NH-20),CAM_LIB_001406,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1071"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1071</a>",,Eukaryota,,Thalassiosira sp.,marine habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,,,,,,,,,MMETSP1071|Thalassiosira-sp-NH16,,,481.0,@MMETSP1071_Thalassiosira-sp-NH16,254.0,0.0109297,3411.0
MMETSP1100,2740240,SRS621407,104,CAM_SMPL_002642,-77.625,-179.23,marine habitat,33657,Caron Lab Isolate,Phaeocystis,antarctica,Phaeocystaceae,,,Prymnesiophyceae,Haptophyta,CAM_ASM_000460,03-DEC-05,11-OCT-11,12.0,,Marine Media K,EU,300.0,,seawater,36.0,1.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP110/MMETSP1100.fastq.tar,12.0,,APLR,8.0,Unknown,,,,36.0,,AQ,No,Soil extract,"Caron, D.A. 2000. Symbiosis and mixotrophy among pelagic microorganisms. In: Kirchman, D.L. (Ed.), Microbial ecology of the oceans, John Wiley & Sons, Inc., New York, pp. 495-523.",,,1.0,,,,,,,,No,,eukaryotes,Phaeocystis antarctica Caron Lab Isolate,2005-12-03 00:00:00.0,2005-12-03 00:00:00.0,,,CAM_LIB_001408,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1100"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1100</a>",Phaeocystales,Eukaryota,,P.antarctica,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP1100|Phaeocystis-antarctica-CaronLabIsolate,,,230.0,@MMETSP1100_Phaeocystis-antarctica-CaronLabIsolate,224.0,0.00107034,3762.0
MMETSP1129,2740560,SRS621437,104,CAM_SMPL_002646,-14.87,-148.68,,40639,CCMP1324,Isochrysis,sp.,Isochrysidaceae,,,Prymnesiophyceae,Haptophyta,CAM_ASM_000464,,01-DEC-11,16.0,,f/2 amended seawater,EU,200.0,,,34.0,16.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP112/MMETSP1129.fastq.tar,8.0,,,8.1,1,,,,,Exponential growth phase,,1,"f/2 nutrients, no silica",,,,,36.2,882.0,,12794.0,,,,No,,eukaryotes,Isochrysis sp. CCMP1324,,,,,CAM_LIB_001412,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1129"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1129</a>",Isochrysidales,Eukaryota,Isochrysis-sp-CCMP1324,CCMP 1324 Control,,Sheri Floge,,,,,,,,,,,,,,,,,,MMETSP1129|Isochrysis-sp-CCMP1324,,,237.0,@MMETSP1129_Isochrysis-sp-CCMP1324,206.0,0.0354872,2045.0
MMETSP1006,2740081,SRS621327,104,CAM_SMPL_002661,42.5,-69.0,marine habitat,2903,374,Emiliania,huxleyi,Noelaerhabdaceae,5.0,OTHER,Prymnesiophyceae,Haptophyta,CAM_ASM_000479,23-JUN-89,01-AUG-11,14.0,Acquatic: marine,f/2 - Si amended seawater,EU,200.0,Gulf of Maine,seawater,20.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP100/MMETSP1006.fastq.tar,10.0,,NWCS,8.3,Unknown,,,,,,US,No,"f/2 for all nutrients except silica, which was not added",,,,,36.2,883.0,,1200.0,,,,No,,eukaryotes,Emiliania huxleyi 374,1989-06-23 00:00:00.0,1989-06-23 00:00:00.0,OTHER,Gulf of Maine,CAM_LIB_001427,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1006"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1006</a>",Isochrysidales,Eukaryota,Emiliania-huxleyi-374,Ehux374C2,marine habitat,Kay Bidle,,,,,,,,,,,,,,,,,,MMETSP1006|Emiliania-huxleyi-374,,,239.0,@MMETSP1006_Emiliania-huxleyi-374,195.0,0.0158906,1237.0
MMETSP0947,2740528,SRS621331,104,CAM_SMPL_002662,38.59,-75.1,,44440,CCMP2191,Chattonella,subsalsa,Chattonellaceae,,,Raphidophyceae,Ochrophyta,CAM_ASM_000480,,02-AUG-11,12.0,,ESAW medium,EU,50.0,,,20.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP094/MMETSP0947.fastq.tar,12.0,"Biecheler B. 1936. Sur une chloromonadine nouvelle d’eau saumatre Chattonella subsalsa n. gen., n. sp. Arch. Zool. Exp. Gén. 78: 79-83",,8.0,No,,,,,,US,No,nitrogen source added at 100 uM concentrations,PMID:17609846;,,,,22.0,,,850.0,,,100.0,No,,eukaryotes,Chattonella subsalsa CCMP2191,,,,,CAM_LIB_001428,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0947"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0947</a>",Chattonellales,Eukaryota,Chattonella-subsalsa-CCMP2191,Chattonella subsalsa,,Kathryn Coyne,,,,,,,,,,,,,,,,,,MMETSP0947|Chattonella-subsalsa-CCMP2191,,,11.0,@MMETSP0947_Chattonella-subsalsa-CCMP2191,232.0,0.027019,3108.0
MMETSP0986,2740172,SRS621334,104,CAM_SMPL_002666,78.5922,-74.4922,marine habitat,697907,CCMP2293,non described,non described,Unknown,,Baffin Bay,Unknown,Unknown,CAM_ASM_000484,04-OCT-98,31-AUG-11,24.0,Acquatic: marine,ProV 50 amended seawater,EU,100.0,North Water Polynya Study (NOW),seawater,32.0,6.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP098/MMETSP0986.fastq.tar,,,BPLR,7.5,Unknown,Other,Arctic Sea Water,,,,CANADA,1,antibiotic final concentrations: penicilin 25mg/L; neomycin 20mg/L; kanamycin 20 mg/L; NO3 replaced by urea and no NH4Cl,,,,,36.2,882.0,,24493.0,,,,No,,eukaryotes,non described non described CCMP2293,1998-10-04 00:00:00.0,1998-10-04 00:00:00.0,Baffin Bay,North Water Polynya Study (NOW),CAM_LIB_001432,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0986"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0986</a>",,Eukaryota,Undescribed-sp-CCMP2293,ArcticCrypto DIN,marine habitat,Connie Lovejoy,,,,,,,,,,,,,,,,,,MMETSP0986|Unidentifiedeukaryote-sp-CCMP2293,,,307.0,@MMETSP0986_Unidentifiedeukaryote-sp-CCMP2293,249.0,0.0250755,3053.0
MMETSP0962,2739982,SRS621501,104,CAM_SMPL_002670,8.0,53.0,marine habitat,4773,ATCC28209,Schizochytrium,aggregatum,Thraustochytriaceae,,North Sea,Labyrinthulea,Labyrinthista,CAM_ASM_000488,15-JUL-63,06-JUN-12,,Acquatic: marine,ATCC medium 790BY+ (0.8% agar plates),EU,,,Seawater,25.0,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP096/MMETSP0962.fastq.tar,,"Goldstein, S. & Belsky, M. 1964. Axenic culture studies of a new marine phycomycete possessing an unusual type of asexual reproduction. American Journal of Botany 51:72-78",ARAB,8.0,1,Other,Seawater off West Germany,,,Harvested 575 mg (wet weight) biomass from 10 plates after 5 days of growth,GERMANY,1,"glucose, peptone, yeast extract at half concentration; 25g Instant Ocean per liter instead of filtered seawater; solidified with 0.8% agar","Collado Mercado, E., Radway, J. C. & Collier, J. L. 2010. Novel uncultivated labyrinthulomycetes revealed by 18S rDNA sequences from seawater and sediment samples. Aquatic Microbial Ecology 58:215-28. Bremer, G. B. & Talbot, G. 1995. Cellulolytic enzyme a",,none available,,,,,,1.0,,,No,,eukaryotes,Schizochytrium aggregatum ATCC28209,1963-07-15 00:00:00.0,1963-07-15 00:00:00.0,North Sea,,CAM_LIB_001436,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0962"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0962</a>",Labyrinthulomycetes,Eukaryota,Schizochytrium-aggregatum-ATCC28209,Schiz. aggregatum ATCC28209 790By+,marine habitat,Jackie Collier,,,,,,,,,,,,,,,,,,MMETSP0962|Schizochytrium-aggregatum-ATCC28209,,,64.0,@MMETSP0962_Schizochytrium-aggregatum-ATCC28209,101.0,0.415907,464.0
